Episode,Step,Time,Robot,Reward,Goal Reached,Location,Collision
0,30,05/23/2023 12:00:48,robot_0,-1.2087885545573849,None,,0
0,30,05/23/2023 12:00:48,robot_1,-0.7778436502257052,None,,0
0,30,05/23/2023 12:00:48,robot_2,8.581585313539417,None,,0
0,31,05/23/2023 12:00:50,robot_0,-0.978953839931558,None,,0
0,31,05/23/2023 12:00:50,robot_1,-0.8220126546183297,None,,0
0,31,05/23/2023 12:00:50,robot_2,8.566189496595161,None,,0
0,32,05/23/2023 12:00:52,robot_0,-0.9499888540775837,None,,0
0,32,05/23/2023 12:00:52,robot_1,-0.8915386611435339,None,,0
0,32,05/23/2023 12:00:52,robot_2,8.587343477912718,None,,0
0,33,05/23/2023 12:00:53,robot_0,-0.9371685474980873,None,,0
0,33,05/23/2023 12:00:53,robot_1,-0.9625481844974885,None,,0
0,33,05/23/2023 12:00:53,robot_2,8.660828463729729,None,,0
0,34,05/23/2023 12:00:55,robot_0,-0.9318578050680347,None,,0
0,34,05/23/2023 12:00:55,robot_1,-0.9812313738071594,None,,0
0,34,05/23/2023 12:00:55,robot_2,8.627852044819269,None,,0
0,35,05/23/2023 12:00:56,robot_0,-0.9126145683637048,None,,0
0,35,05/23/2023 12:00:56,robot_1,-1.013631188768248,None,,0
0,35,05/23/2023 12:00:56,robot_2,8.473621985528663,None,,0
0,36,05/23/2023 12:00:58,robot_0,-0.9566646034542078,None,,0
0,36,05/23/2023 12:00:58,robot_1,-1.0183865551296898,None,,0
0,36,05/23/2023 12:00:58,robot_2,8.020999523333256,None,,0
0,37,05/23/2023 12:00:59,robot_0,-0.9417937778808926,None,,0
0,37,05/23/2023 12:00:59,robot_1,-1.0260499798917766,None,,0
0,37,05/23/2023 12:00:59,robot_2,7.289827031418266,None,,0
0,38,05/23/2023 12:01:01,robot_0,-0.9153660279058917,None,,0
0,38,05/23/2023 12:01:01,robot_1,-0.9609134421869968,None,,0
0,38,05/23/2023 12:01:01,robot_2,7.031488867784231,None,,0
0,39,05/23/2023 12:01:03,robot_0,-0.9236669453263431,None,,0
0,39,05/23/2023 12:01:03,robot_1,-0.8729088011604954,None,,0
0,39,05/23/2023 12:01:03,robot_2,6.774739288214099,None,,0
0,40,05/23/2023 12:01:04,robot_0,-0.9532717926329572,None,,0
0,40,05/23/2023 12:01:04,robot_1,-0.8852630623133345,None,,0
0,40,05/23/2023 12:01:04,robot_2,6.6251191738819735,None,,0
0,41,05/23/2023 12:01:06,robot_0,-1.0567653910529302,None,,0
0,41,05/23/2023 12:01:06,robot_1,-0.8712593758271842,None,,0
0,41,05/23/2023 12:01:06,robot_2,6.732113606918473,None,,0
0,42,05/23/2023 12:01:07,robot_0,-1.0918220808664219,None,,0
0,42,05/23/2023 12:01:07,robot_1,9.338232487763356,None,,0
0,42,05/23/2023 12:01:07,robot_2,6.774711386812033,None,,0
0,43,05/23/2023 12:01:09,robot_0,-1.1386401090567362,None,,0
0,43,05/23/2023 12:01:09,robot_1,9.400194071918726,None,,0
0,43,05/23/2023 12:01:09,robot_2,6.4698110341130075,None,,0
0,44,05/23/2023 12:01:10,robot_0,-1.262735798876256,None,,0
0,44,05/23/2023 12:01:10,robot_1,9.41995796037206,None,,0
0,44,05/23/2023 12:01:10,robot_2,6.151116900432967,None,,0
0,45,05/23/2023 12:01:12,robot_0,-1.354431221050486,None,,0
0,45,05/23/2023 12:01:12,robot_1,10.0,None,,0
0,45,05/23/2023 12:01:12,robot_2,4.374762970745422,None,,0
0,46,05/23/2023 12:01:14,robot_0,-1.3935159348980586,None,,0
0,46,05/23/2023 12:01:14,robot_1,10.0,None,,0
0,46,05/23/2023 12:01:14,robot_2,-40,None,,1
0,47,05/23/2023 12:01:15,robot_0,-1.3769502524792778,None,,0
0,47,05/23/2023 12:01:15,robot_1,10.0,None,,0
0,47,05/23/2023 12:01:15,robot_2,-40,None,,1
0,48,05/23/2023 12:01:17,robot_0,-1.3726437903224034,None,,0
0,48,05/23/2023 12:01:17,robot_1,10.0,None,,0
0,48,05/23/2023 12:01:17,robot_2,-40,None,,1
0,49,05/23/2023 12:01:18,robot_0,-1.3980764313222578,None,,0
0,49,05/23/2023 12:01:18,robot_1,10.0,None,,0
0,49,05/23/2023 12:01:18,robot_2,-40,None,,1
0,50,05/23/2023 12:01:20,robot_0,-1.658031009219075,None,,0
0,50,05/23/2023 12:01:20,robot_1,10.0,None,,0
0,50,05/23/2023 12:01:20,robot_2,0.04892155159675582,None,,0
0,51,05/23/2023 12:01:21,robot_0,8.094824660148554,None,,0
0,51,05/23/2023 12:01:21,robot_1,10.0,None,,0
0,51,05/23/2023 12:01:21,robot_2,1.2368609123560255,None,,0
0,52,05/23/2023 12:01:23,robot_0,7.996023632689251,None,,0
0,52,05/23/2023 12:01:23,robot_1,10.0,None,,0
0,52,05/23/2023 12:01:23,robot_2,1.291141132879373,None,,0
0,53,05/23/2023 12:01:25,robot_0,7.983011202757602,None,,0
0,53,05/23/2023 12:01:25,robot_1,10.0,None,,0
0,53,05/23/2023 12:01:25,robot_2,1.5414221150747807,None,,0
0,54,05/23/2023 12:01:26,robot_0,7.8068273369040835,None,,0
0,54,05/23/2023 12:01:26,robot_1,10.0,None,,0
0,54,05/23/2023 12:01:26,robot_2,1.74034432553219,None,,0
0,55,05/23/2023 12:01:28,robot_0,7.299153857385504,None,,0
0,55,05/23/2023 12:01:28,robot_1,10.0,None,,0
0,55,05/23/2023 12:01:28,robot_2,1.690201094098704,None,,0
0,56,05/23/2023 12:01:29,robot_0,7.378787922581419,None,,0
0,56,05/23/2023 12:01:29,robot_1,10.0,None,,0
0,56,05/23/2023 12:01:29,robot_2,3.457045718874788,None,,0
0,57,05/23/2023 12:01:31,robot_0,7.31527988850962,None,,0
0,57,05/23/2023 12:01:31,robot_1,10.0,None,,0
0,57,05/23/2023 12:01:31,robot_2,1.3353229331777605,None,,0
0,58,05/23/2023 12:01:33,robot_0,7.409766045923761,None,,0
0,58,05/23/2023 12:01:33,robot_1,10.0,None,,0
0,58,05/23/2023 12:01:33,robot_2,-40,None,,1
0,59,05/23/2023 12:01:34,robot_0,7.7826660028539365,None,,0
0,59,05/23/2023 12:01:34,robot_1,1000.0,goal_0,,0
0,59,05/23/2023 12:01:34,robot_2,-40,None,,1
0,60,05/23/2023 12:01:36,robot_0,8.147112942708347,None,,0
0,60,05/23/2023 12:01:36,robot_1,1000.0,goal_0,,0
0,60,05/23/2023 12:01:36,robot_2,-40,None,,1
0,61,05/23/2023 12:01:37,robot_0,8.394513262056904,None,,0
0,61,05/23/2023 12:01:37,robot_1,1000.0,goal_0,,0
0,61,05/23/2023 12:01:37,robot_2,-40,None,,1
0,62,05/23/2023 12:01:39,robot_0,8.476539998732358,None,,0
0,62,05/23/2023 12:01:39,robot_1,10.0,None,,0
0,62,05/23/2023 12:01:39,robot_2,-40,None,,1
0,63,05/23/2023 12:01:40,robot_0,8.621042617100347,None,,0
0,63,05/23/2023 12:01:40,robot_1,10.0,None,,0
0,63,05/23/2023 12:01:40,robot_2,-40,None,,1
0,64,05/23/2023 12:01:42,robot_0,8.621186543407575,None,,0
0,64,05/23/2023 12:01:42,robot_1,10.0,None,,0
0,64,05/23/2023 12:01:42,robot_2,-40,None,,1
0,65,05/23/2023 12:01:44,robot_0,8.677847721099678,None,,0
0,65,05/23/2023 12:01:44,robot_1,10.0,None,,0
0,65,05/23/2023 12:01:44,robot_2,-40,None,,1
0,66,05/23/2023 12:01:45,robot_0,8.669246335298967,None,,0
0,66,05/23/2023 12:01:45,robot_1,10.0,None,,0
0,66,05/23/2023 12:01:45,robot_2,0.22666354330148408,None,,0
0,67,05/23/2023 12:01:47,robot_0,8.525547718530445,None,,0
0,67,05/23/2023 12:01:47,robot_1,10.0,None,,0
0,67,05/23/2023 12:01:47,robot_2,1.3096336950538863,None,,0
0,68,05/23/2023 12:01:48,robot_0,8.43616820375766,None,,0
0,68,05/23/2023 12:01:48,robot_1,10.0,None,,0
0,68,05/23/2023 12:01:48,robot_2,-40,None,,1
0,69,05/23/2023 12:01:50,robot_0,8.202249040326024,None,,0
0,69,05/23/2023 12:01:50,robot_1,10.0,None,,0
0,69,05/23/2023 12:01:50,robot_2,-40,None,,1
0,70,05/23/2023 12:01:51,robot_0,8.134580443890087,None,,0
0,70,05/23/2023 12:01:51,robot_1,10.0,None,,0
0,70,05/23/2023 12:01:51,robot_2,-40,None,,1
0,71,05/23/2023 12:01:53,robot_0,7.634593952903267,None,,0
0,71,05/23/2023 12:01:53,robot_1,10.0,None,,0
0,71,05/23/2023 12:01:53,robot_2,-40,None,,1
0,72,05/23/2023 12:01:55,robot_0,7.621614633097988,None,,0
0,72,05/23/2023 12:01:55,robot_1,10.0,None,,0
0,72,05/23/2023 12:01:55,robot_2,-40,None,,1
0,73,05/23/2023 12:01:56,robot_0,7.996990450338849,None,,0
0,73,05/23/2023 12:01:56,robot_1,10.0,None,,0
0,73,05/23/2023 12:01:56,robot_2,-40,None,,1
0,74,05/23/2023 12:01:58,robot_0,8.110516416908617,None,,0
0,74,05/23/2023 12:01:58,robot_1,10.0,None,,0
0,74,05/23/2023 12:01:58,robot_2,-40,None,,1
0,75,05/23/2023 12:01:59,robot_0,8.191464884881329,None,,0
0,75,05/23/2023 12:01:59,robot_1,10.0,None,,0
0,75,05/23/2023 12:01:59,robot_2,2.8001787808847354,None,,0
0,76,05/23/2023 12:02:01,robot_0,7.635470057553725,None,,0
0,76,05/23/2023 12:02:01,robot_1,10.0,None,,0
0,76,05/23/2023 12:02:01,robot_2,1.7735003178000515,None,,0
0,77,05/23/2023 12:02:02,robot_0,7.110134131491252,None,,0
0,77,05/23/2023 12:02:02,robot_1,10.0,None,,0
0,77,05/23/2023 12:02:02,robot_2,-40,None,,1
0,78,05/23/2023 12:02:04,robot_0,7.152629854538546,None,,0
0,78,05/23/2023 12:02:04,robot_1,10.0,None,,0
0,78,05/23/2023 12:02:04,robot_2,-40,None,,1
0,79,05/23/2023 12:02:05,robot_0,6.621106604053452,None,,0
0,79,05/23/2023 12:02:05,robot_1,10.0,None,,0
0,79,05/23/2023 12:02:05,robot_2,2.0541750801167256,None,,0
0,80,05/23/2023 12:02:07,robot_0,7.443084949844602,None,,0
0,80,05/23/2023 12:02:07,robot_1,10.0,None,,0
0,80,05/23/2023 12:02:07,robot_2,0.21584137643616508,None,,0
0,81,05/23/2023 12:02:09,robot_0,8.506432309146817,None,,0
0,81,05/23/2023 12:02:09,robot_1,10.0,None,,0
0,81,05/23/2023 12:02:09,robot_2,-40,None,,1
0,82,05/23/2023 12:02:10,robot_0,8.788397158254872,None,,0
0,82,05/23/2023 12:02:10,robot_1,10.0,None,,0
0,82,05/23/2023 12:02:10,robot_2,-40,None,,1
0,83,05/23/2023 12:02:12,robot_0,9.092868580047519,None,,0
0,83,05/23/2023 12:02:12,robot_1,10.0,None,,0
0,83,05/23/2023 12:02:12,robot_2,-40,None,,1
0,84,05/23/2023 12:02:13,robot_0,9.200013656383087,None,,0
0,84,05/23/2023 12:02:13,robot_1,10.0,None,,0
0,84,05/23/2023 12:02:13,robot_2,-40,None,,1
0,85,05/23/2023 12:02:15,robot_0,9.276632116309953,None,,0
0,85,05/23/2023 12:02:15,robot_1,10.0,None,,0
0,85,05/23/2023 12:02:15,robot_2,5.390529014950847,None,,0
0,86,05/23/2023 12:02:16,robot_0,9.359566405661303,None,,0
0,86,05/23/2023 12:02:16,robot_1,10.0,None,,0
0,86,05/23/2023 12:02:16,robot_2,7.01266436299765,None,,0
0,87,05/23/2023 12:02:18,robot_0,9.263770155661657,None,,0
0,87,05/23/2023 12:02:18,robot_1,10.0,None,,0
0,87,05/23/2023 12:02:18,robot_2,6.909653235211742,None,,0
0,88,05/23/2023 12:02:20,robot_0,9.197289815075218,None,,0
0,88,05/23/2023 12:02:20,robot_1,10.0,None,,0
0,88,05/23/2023 12:02:20,robot_2,5.503204732818095,None,,0
0,89,05/23/2023 12:02:21,robot_0,9.215135888697345,None,,0
0,89,05/23/2023 12:02:21,robot_1,10.0,None,,0
0,89,05/23/2023 12:02:21,robot_2,4.765927145401745,None,,0
0,90,05/23/2023 12:02:23,robot_0,9.200334180414336,None,,0
0,90,05/23/2023 12:02:23,robot_1,10.0,None,,0
0,90,05/23/2023 12:02:23,robot_2,5.973416297601913,None,,0
0,91,05/23/2023 12:02:24,robot_0,9.185401764077481,None,,0
0,91,05/23/2023 12:02:24,robot_1,10.0,None,,0
0,91,05/23/2023 12:02:24,robot_2,6.140256625803652,None,,0
0,92,05/23/2023 12:02:26,robot_0,9.183976435476747,None,,0
0,92,05/23/2023 12:02:26,robot_1,10.0,None,,0
0,92,05/23/2023 12:02:26,robot_2,6.04240098640299,None,,0
0,93,05/23/2023 12:02:27,robot_0,9.167067430973532,None,,0
0,93,05/23/2023 12:02:27,robot_1,9.387437001059858,None,,0
0,93,05/23/2023 12:02:27,robot_2,5.455719362795884,None,,0
0,94,05/23/2023 12:02:29,robot_0,9.161671873691457,None,,0
0,94,05/23/2023 12:02:29,robot_1,9.315021027607926,None,,0
0,94,05/23/2023 12:02:29,robot_2,5.911149747977916,None,,0
0,95,05/23/2023 12:02:31,robot_0,9.184789436694178,None,,0
0,95,05/23/2023 12:02:31,robot_1,9.295875293343045,None,,0
0,95,05/23/2023 12:02:31,robot_2,5.909046774084607,None,,0
0,96,05/23/2023 12:02:32,robot_0,9.239024577869776,None,,0
0,96,05/23/2023 12:02:32,robot_1,9.220607256059065,None,,0
0,96,05/23/2023 12:02:32,robot_2,4.524733432163391,None,,0
0,97,05/23/2023 12:02:34,robot_0,9.20034858766611,None,,0
0,97,05/23/2023 12:02:34,robot_1,9.230929361104293,None,,0
0,97,05/23/2023 12:02:34,robot_2,4.515700717106131,None,,0
0,98,05/23/2023 12:02:35,robot_0,9.10037579216798,None,,0
0,98,05/23/2023 12:02:35,robot_1,9.261075033237322,None,,0
0,98,05/23/2023 12:02:35,robot_2,5.677439692145534,None,,0
0,99,05/23/2023 12:02:37,robot_0,8.945279859662481,None,,0
0,99,05/23/2023 12:02:37,robot_1,9.250489942836577,None,,0
0,99,05/23/2023 12:02:37,robot_2,6.132607642802034,None,,0
0,100,05/23/2023 12:02:38,robot_0,8.898813146283409,None,,0
0,100,05/23/2023 12:02:38,robot_1,9.230912932231728,None,,0
0,100,05/23/2023 12:02:38,robot_2,6.450930198859159,None,,0
0,101,05/23/2023 12:02:40,robot_0,8.744877607504334,None,,0
0,101,05/23/2023 12:02:40,robot_1,9.232056691127447,None,,0
0,101,05/23/2023 12:02:40,robot_2,6.296283770284688,None,,0
0,102,05/23/2023 12:02:42,robot_0,8.23069604240791,None,,0
0,102,05/23/2023 12:02:42,robot_1,9.291328108453747,None,,0
0,102,05/23/2023 12:02:42,robot_2,6.0573564183105795,None,,0
0,103,05/23/2023 12:02:43,robot_0,6.961012082072086,None,,0
0,103,05/23/2023 12:02:43,robot_1,9.31503680022236,None,,0
0,103,05/23/2023 12:02:43,robot_2,6.354726578137875,None,,0
0,104,05/23/2023 12:02:45,robot_0,-40,None,,1
0,104,05/23/2023 12:02:45,robot_1,9.372510063571763,None,,0
0,104,05/23/2023 12:02:45,robot_2,6.183416147761338,None,,0
0,105,05/23/2023 12:02:46,robot_0,-40,None,,1
0,105,05/23/2023 12:02:46,robot_1,9.377333355403687,None,,0
0,105,05/23/2023 12:02:46,robot_2,5.344838503186596,None,,0
0,106,05/23/2023 12:02:48,robot_0,-40,None,,1
0,106,05/23/2023 12:02:48,robot_1,9.364258004630242,None,,0
0,106,05/23/2023 12:02:48,robot_2,1.5160075331947667,None,,0
0,107,05/23/2023 12:02:50,robot_0,-40,None,,1
0,107,05/23/2023 12:02:50,robot_1,9.367831353729317,None,,0
0,107,05/23/2023 12:02:50,robot_2,-40,None,,1
0,108,05/23/2023 12:02:51,robot_0,-40,None,,1
0,108,05/23/2023 12:02:51,robot_1,9.365386986776524,None,,0
0,108,05/23/2023 12:02:51,robot_2,-40,None,,1
0,109,05/23/2023 12:02:53,robot_0,4.877478837278693,None,,0
0,109,05/23/2023 12:02:53,robot_1,9.361786114634931,None,,0
0,109,05/23/2023 12:02:53,robot_2,-40,None,,1
0,110,05/23/2023 12:02:54,robot_0,7.6003322332077445,None,,0
0,110,05/23/2023 12:02:54,robot_1,9.348946414288116,None,,0
0,110,05/23/2023 12:02:54,robot_2,-40,None,,1
0,111,05/23/2023 12:02:56,robot_0,8.290963902488913,None,,0
0,111,05/23/2023 12:02:56,robot_1,9.346870691716424,None,,0
0,111,05/23/2023 12:02:56,robot_2,-40,None,,1
0,112,05/23/2023 12:02:57,robot_0,8.438919668530815,None,,0
0,112,05/23/2023 12:02:57,robot_1,9.349672720236272,None,,0
0,112,05/23/2023 12:02:57,robot_2,6.083337895359911,None,,0
0,113,05/23/2023 12:02:59,robot_0,8.287719091977195,None,,0
0,113,05/23/2023 12:02:59,robot_1,9.347956912620978,None,,0
0,113,05/23/2023 12:02:59,robot_2,6.511009404785078,None,,0
0,114,05/23/2023 12:03:01,robot_0,8.35763217405801,None,,0
0,114,05/23/2023 12:03:01,robot_1,9.357945279900413,None,,0
0,114,05/23/2023 12:03:01,robot_2,5.664999774558085,None,,0
0,115,05/23/2023 12:03:02,robot_0,8.416696338875658,None,,0
0,115,05/23/2023 12:03:02,robot_1,9.334685491555884,None,,0
0,115,05/23/2023 12:03:02,robot_2,6.208921291896761,None,,0
0,116,05/23/2023 12:03:04,robot_0,8.421677668150737,None,,0
0,116,05/23/2023 12:03:04,robot_1,9.283668981707812,None,,0
0,116,05/23/2023 12:03:04,robot_2,6.524116750218418,None,,0
0,117,05/23/2023 12:03:05,robot_0,8.440162205422517,None,,0
0,117,05/23/2023 12:03:05,robot_1,9.255157403632097,None,,0
0,117,05/23/2023 12:03:05,robot_2,6.468022191574857,None,,0
0,118,05/23/2023 12:03:07,robot_0,8.421210259394535,None,,0
0,118,05/23/2023 12:03:07,robot_1,9.252465224507953,None,,0
0,118,05/23/2023 12:03:07,robot_2,5.966737128258608,None,,0
0,119,05/23/2023 12:03:08,robot_0,8.21292343193959,None,,0
0,119,05/23/2023 12:03:08,robot_1,9.25353612519182,None,,0
0,119,05/23/2023 12:03:08,robot_2,5.131135518804394,None,,0
0,120,05/23/2023 12:03:10,robot_0,8.174013400916932,None,,0
0,120,05/23/2023 12:03:10,robot_1,9.247672172425919,None,,0
0,120,05/23/2023 12:03:10,robot_2,-40,None,,1
0,121,05/23/2023 12:03:12,robot_0,8.359206267815908,None,,0
0,121,05/23/2023 12:03:12,robot_1,9.261281114120097,None,,0
0,121,05/23/2023 12:03:12,robot_2,-40,None,,1
0,122,05/23/2023 12:03:13,robot_0,8.406394779858388,None,,0
0,122,05/23/2023 12:03:13,robot_1,9.307356173289765,None,,0
0,122,05/23/2023 12:03:13,robot_2,0.6869501507480926,None,,0
0,123,05/23/2023 12:03:15,robot_0,8.232380637710758,None,,0
0,123,05/23/2023 12:03:15,robot_1,9.324531894994387,None,,0
0,123,05/23/2023 12:03:15,robot_2,2.7657831164253244,None,,0
0,124,05/23/2023 12:03:16,robot_0,8.365971027501434,None,,0
0,124,05/23/2023 12:03:16,robot_1,9.324082987375336,None,,0
0,124,05/23/2023 12:03:16,robot_2,5.154947628725099,None,,0
0,125,05/23/2023 12:03:18,robot_0,8.531440613963188,None,,0
0,125,05/23/2023 12:03:18,robot_1,9.335969420710933,None,,0
0,125,05/23/2023 12:03:18,robot_2,5.6529341280438885,None,,0
0,126,05/23/2023 12:03:19,robot_0,8.532599196311683,None,,0
0,126,05/23/2023 12:03:19,robot_1,9.31839761596212,None,,0
0,126,05/23/2023 12:03:19,robot_2,7.128852487604142,None,,0
0,127,05/23/2023 12:03:21,robot_0,8.678638809934913,None,,0
0,127,05/23/2023 12:03:21,robot_1,9.31869627345426,None,,0
0,127,05/23/2023 12:03:21,robot_2,998.2527648232151,goal_3,,0
0,128,05/23/2023 12:03:23,robot_0,8.90767139204313,None,,0
0,128,05/23/2023 12:03:23,robot_1,9.331290148181676,None,,0
0,128,05/23/2023 12:03:23,robot_2,8.811697443946443,None,,0
0,129,05/23/2023 12:03:24,robot_0,8.79225228694887,None,,0
0,129,05/23/2023 12:03:24,robot_1,9.311804527272773,None,,0
0,129,05/23/2023 12:03:24,robot_2,8.882570806680645,None,,0
0,130,05/23/2023 12:03:26,robot_0,8.517790438038219,None,,0
0,130,05/23/2023 12:03:26,robot_1,9.247511081991307,None,,0
0,130,05/23/2023 12:03:26,robot_2,8.880982998790888,None,,0
0,131,05/23/2023 12:03:27,robot_0,8.251704063795255,None,,0
0,131,05/23/2023 12:03:27,robot_1,9.18656111733655,None,,0
0,131,05/23/2023 12:03:27,robot_2,8.993701372655948,None,,0
0,132,05/23/2023 12:03:29,robot_0,8.024687729956614,None,,0
0,132,05/23/2023 12:03:29,robot_1,9.181167914689894,None,,0
0,132,05/23/2023 12:03:29,robot_2,9.105587222382155,None,,0
0,133,05/23/2023 12:03:30,robot_0,7.546621595783876,None,,0
0,133,05/23/2023 12:03:30,robot_1,9.132887280208852,None,,0
0,133,05/23/2023 12:03:30,robot_2,9.084737178329657,None,,0
0,134,05/23/2023 12:03:32,robot_0,6.840080009341957,None,,0
0,134,05/23/2023 12:03:32,robot_1,9.000359167750883,None,,0
0,134,05/23/2023 12:03:32,robot_2,9.063801102732905,None,,0
